,unique_id,city,job_qry,job_title,company_name,summary,link,date,period,min_salary,max_salary,min_ago
691,p_fb8a53977f0bd266,New York,data+analyst,Business Intelligence Analyst,New York City TAXI & LIMOUSINE COMMISSION,The selected candidate should have knowledge of data and charts use cases (ideal charts/graphs to represent unique datasets) for meaningful data visualizations...,https://www.indeed.com/rc/clk?jk=fb8a53977f0bd266&fccid=5e85d46ffb1578d0&vjs=3,30+ days ago,year,57000.0,61560.0,43200
705,p_c58bfe46e86d8b60,New York,data+analyst,Policy Analyst,New York City DISTRICT ATTORNEY KINGS COUNTY,"In this position, the Policy Analyst will be responsible for supporting the work of the office with the aggregation, reporting, and analysis of enterprise data...",https://www.indeed.com/rc/clk?jk=c58bfe46e86d8b60&fccid=967c1ec745765493&vjs=3,11 days ago,year,60000.0,80000.0,15840
728,p_d38f7bcfe038c0aa,New York,data+analyst,Taxpayer Business Analyst for Data Analytics & Program Evaluation,New York City DEPARTMENT OF FINANCE,"Experience with data modeling techniques. Expertise in improving operations through data management. The Office of the Taxpayer seeks a dynamic, experienced...",https://www.indeed.com/rc/clk?jk=d38f7bcfe038c0aa&fccid=4500f579ddd13a3b&vjs=3,12 days ago,year,87768.0,88040.0,17280
739,p_b59410cae51ba8ef,New York,data+analyst,Data Scientist,Rent the Runway,Mine the data ecosystem & find fruitful signals. Passion for data and its ability to drive serious business impact....,https://www.indeed.com/rc/clk?jk=b59410cae51ba8ef&fccid=bd77e92c73ca8df3&vjs=3,30+ days ago,year,98000.0,144000.0,43200
744,p_652a9864fabf44c1,New York,data+analyst,OMB BUSINESS ANALYST,New York City FINANCIAL INFO SVCS AGENCY,Extensive hands-on experience as an analyst working with budgeting software and business processes. The Financial Information Services Agency and the Office of...,https://www.indeed.com/rc/clk?jk=652a9864fabf44c1&fccid=8ad805fbb70168d6&vjs=3,30+ days ago,year,75000.0,105000.0,43200
809,p_40f10de1fdcfc3e4,New York,data+analyst,FAIR FARES INTEGRITY DATA ANALYST,New York City HRA/DEPT OF SOCIAL SERVICES,DART is recruiting for one (1) City Research Scientist II to function as Fair Fares/CityFHEPS Data Integrity Analyst who will:....,https://www.indeed.com/rc/clk?jk=40f10de1fdcfc3e4&fccid=e70a7b661388bb93&vjs=3,12 days ago,year,73305.0,92001.0,17280
820,p_6d1a8ca67077e3e8,New York,data+analyst,BI/Analytics Technical Project Manager - Fortune 500 Consumer Products,BICP,Ideal consultant will have at least 3 years Project Management and 5 years or more Business Intelligence/Analytics. 3 years (Required)....,https://www.indeed.com/company/BICP/jobs/Bi-Analytic-Technical-Project-Manager-6d1a8ca67077e3e8?fccid=74ad6aafaf75e1a3&vjs=3,23 days ago,hour,260000.0,301600.0,33120
827,p_dcfe6a7b86c197ff,New York,data+analyst,"POLICY ANALYST, COMMERCIAL LEASING",New York City DEPARTMENT OF BUSINESS SERV.,"Policy Analyst, Commercial Leasing. Oversee the development of pipelines and evaluate data to inform, develop, and oversee business development strategies....",https://www.indeed.com/rc/clk?jk=dcfe6a7b86c197ff&fccid=440af5e2ba263e19&vjs=3,5 days ago,hour,58240.0,79040.0,7200
840,p_032f5041628a1780,New York,data+analyst,Business and Data Analyst Manager,New York City ADMIN FOR CHILDREN'S SVCS,"Under managerial direction, with wide latitude for independent judgment and initiative, the Business and Data Analyst Manager (BDAM) will be responsible for...",https://www.indeed.com/rc/clk?jk=032f5041628a1780&fccid=3dd3aa4c732ecbeb&vjs=3,30+ days ago,year,63817.0,95022.0,43200
854,p_0df8fde0286cca93,New York,data+analyst,Analyst,New York City DEPARTMENT OF CITY PLANNING,O Refine the scope of data required and the process for getting that data. You are proficient in creating PowerPoint presentations and data visualizations to...,https://www.indeed.com/rc/clk?jk=0df8fde0286cca93&fccid=9e64f1ef000888fd&vjs=3,30+ days ago,year,62000.0,72000.0,43200
878,p_a1bb83115554e807,New York,data+analyst,Business Analyst/Project Manager,"Shinetech Software, Inc.",The ideal candidate will efficiently and quickly understand and communicate client requirements for successful project delivery. They should speak in English....,"https://www.indeed.com/company/Shinetech-Software,-Inc./jobs/Business-Analyst-Project-Manager-a1bb83115554e807?fccid=6f8b59379615b7c0&vjs=3",27 days ago,year,55000.0,65000.0,38880
896,p_9f9aca22b1896e53,New York,business+analyst,Business Analyst,Venture backed ad tech company,We are looking for an analyst whose business acumen and analytical skills will directly contribute to the success and growth of the company....,https://www.indeed.com/company/Yieldmo/jobs/Business-Analyst-9f9aca22b1896e53?fccid=f753820ac25a6fa0&vjs=3,8 hours ago,year,75000.0,130000.0,480
898,p_439f809b77786d05,New York,business+analyst,Business Analyst- Entry Level,NSIT Solutions,Ensuring solutions meet business needs and requirements. Prioritising initiatives based on business needs and requirements....,https://www.indeed.com/rc/clk?jk=439f809b77786d05&fccid=8c7e12a5e2eb8d38&vjs=3,5 days ago,year,52000.0,55000.0,7200
899,p_a8ccfc249161571d,New York,business+analyst,Business Analyst/Project Manager,Netlan Technology,The following Business Analysis skills:. Seeking a hybrid BA/PM for a 6 month assignment in NYC. The successful candidate will be:....,https://www.indeed.com/company/Netlan/jobs/Business-Analyst-Project-Manager-a8ccfc249161571d?fccid=59b884d551a2a93d&vjs=3,4 hours ago,day,117000.0,169000.0,240
900,p_d067284d550c0031,New York,business+analyst,Business Analyst,CTG LLC,"Our client, a large multi national investment company is looking to build out a team of 4 new business analysts....",https://www.indeed.com/company/CTG-LLC/jobs/Business-Analyst-d067284d550c0031?fccid=5d4ea90f06ff71af&vjs=3,7 days ago,year,80000.0,130000.0,10080
904,p_6ff243bb272b786c,New York,business+analyst,Technical Analyst or Business Analyst,"KMR Information Systems, Inc.","Coordinate the technical needs to create business, functional and technical requirements documents. A Bachelors Degree from an accredited college or university...","https://www.indeed.com/company/KMR-Information-Systems,-Inc./jobs/Technical-Analyst-or-Business-Analyst-6ff243bb272b786c?fccid=d6641962020ec381&vjs=3",5 hours ago,hour,104000.0,114400.0,300
905,p_cbc50d74b68219d2,New York,business+analyst,Senior Business Analyst,National Hockey League,"The ideal candidate will have a bachelor's degree in Finance / Accounting, Business Administration or related field and a minimum of 3 years of hands-on...",https://www.indeed.com/rc/clk?jk=cbc50d74b68219d2&fccid=9636c525266d3ed0&vjs=3,21 hours ago,year,81000.0,121000.0,1260
906,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPrqBt2cU-vksd_LRGJco6023FmWEWD6oWUOvhqQKp8tuzyBqxiuo4x2G05_J9pXUMCnR1vrVjZYIuLS1oIKT791p7KENmx_2AVJuxrHZp1SUhp5Py-ithoqHnbAEZpzkuzWpEdoZ3QhxMoBQ1buXqtXXThHVuzxp8JcNdwvQJ_RRTQz7VXBDMOzWAVoy8FUyc80Yr_XfWM_LHZ1xcddIGKXa2zIx5SnEBblFdqyQYhivLfuq1iyS4Nhus_0LFQ89NxCZIdCFbG68X2wV4RvYbDGrT0gGyqlqLk1USUtcUaP-L_4AFt5vgZlw==&p=17&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
915,p_1130bee875219b8e,New York,business+analyst,Business Analyst - (Business Process Automation),Computing Concepts Inc,"Business Process Automation:. The Business Analyst will work with the PMs and business/data analysts in the team and work with other platform teams, driving...",https://www.indeed.com/company/Computing-Concepts-Inc/jobs/Business-Analyst-1130bee875219b8e?fccid=87c842a5feb7e1ac&vjs=3,28 days ago,hour,131040.0,131040.0,40320
916,p_3f635043ae271d78,New York,business+analyst,Business Analyst,American Arbitration Association,"As a Business Analyst (BA), the successful candidate will be a contributing junior member of a highly collaborative team in our New York State Insurance Case...",https://www.indeed.com/rc/clk?jk=3f635043ae271d78&fccid=fea1a32d0393ca3a&vjs=3,30+ days ago,year,62500.0,82500.0,43200
918,p_38131a2e0b45424c,New York,business+analyst,Business Analyst,Cyber Tech Group,"Candidates can look forward to regular client contact, a role in business development and proposal writing/methodology creation, and a. Brooklyn, NY, US....",https://www.indeed.com/rc/clk?jk=38131a2e0b45424c&fccid=6534136b629111eb&vjs=3,30+ days ago,year,65000.0,65000.0,43200
923,p_3ea8a617a2615fe8,New York,business+analyst,Business Analyst,"KGS Technology Group, Inc.",*You will become a Junior New Business Analyst if you are:. Create Business Requirements Specification Document_....,"https://www.indeed.com/company/KGS-Technology-Group,-Inc/jobs/Business-Analyst-3ea8a617a2615fe8?fccid=4d0ad496c4698d62&vjs=3",14 days ago,year,50000.0,60000.0,20160
925,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr0ZbpBWFPf2cGAqiaeDepRozkvlmh-46ExN2wWCJEfmmx1dS1viOmV24M-0XWRAnb3ezrd_6CNpkzrurWbj3fYOjmJNRWrFQWMT8hOmAyxOvrRpXX3w3awcInJAlBnSz0lh187zDheKcrR42Vi5qvskpw9OsVCXveZUr47lStZnRAkb9lmtaNdAXVfuYulVfRkc7xr46i7dzFtW6M3k2obC7Smb69QC4Nt93k380BSVAdiOfc_lndggwvPE7wKKD8spJfLxzmbnVhGw-eGRq50fyCw9yntVXG6HVaK3kH5O5gXl818KMJTg==&p=17&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
931,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr0ZbpBWFPf2dXL05FbhDQ7YjPOOdMHZvKPLNNnr8p0rgjgdCt1znCpAxLIC05F0L602OR1ml-QhnNcDei3pSyrXqz5NR-tRsFt_rJurtv0iB02Ke-VpD_-JCy4FkV7wynjRK9nvPbTP9KCy-tow8mWvpM6Mz7P4Ly1xka4uiYPw3zhh6YXOAMEghxgyJxcharKy0mQjRuwIRCV6KxU3dTipLccRX7x0ROxEfbnV-MPZk54FifCdVZS0tFfJyAVk5ZV8ppYV-7c_2ELiu2T5RPuHyipqxt1EW2i4vSTuFbg80RfQ95dC2fcw==&p=4&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
934,p_2eec063a0018bc8b,New York,business+analyst,Business Analyst II,Referral 2U Job Board for Trilogy,We are looking for a Business Analyst to partner with our Product and Engineering teams to raise the bar for our suite of tools supporting external and internal...,https://www.indeed.com/rc/clk?jk=2eec063a0018bc8b&fccid=48e63bafd7a6c54f&vjs=3,8 days ago,year,58000.0,86000.0,11520
935,p_8abb926565ff5a4a,New York,business+analyst,Business Analyst,okyte Inc,The Business Analyst will be responsible for a variety of IS and business project activities in order to implement approved system / application requests from...,https://www.indeed.com/company/okyte-Inc/jobs/Business-Analyst-8abb926565ff5a4a?fccid=e96b4eb3ae31f4f2&vjs=3,5 days ago,hour,83200.0,104000.0,7200
937,p_78f883349862766e,New York,business+analyst,Business Analyst OATS CAT,Data Axxis,"IT Business Analyst, regulatory reporting, *. We are looking for a Business Analyst, Regulatory Reporting with strong knowledge in....",https://www.indeed.com/company/DataAxxis/jobs/Business-Analyst-Oats-Cat-78f883349862766e?fccid=f3c0e1860babcae4&vjs=3,30+ days ago,day,130000.0,136500.0,43200
941,p_501f4b4a03b04dcf,New York,business+analyst,Business Analyst Regulatory Reporting,DataAxxis,"Business Analyst Regulatory Reporting*. Change Management preferably Agile delivery. OATS, EBS, CAT regulatory reporting....",https://www.indeed.com/company/DataAxxis/jobs/Business-Analyst-Regulatory-Reporting-501f4b4a03b04dcf?fccid=f3c0e1860babcae4&vjs=3,30+ days ago,day,130000.0,136500.0,43200
950,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr0ZbpBWFPf2evRvs6bjJQ9UdEIdf5uMatrDQa5nWYX_0xQVuQTi_py_PA9Tta-17ynHzjZ8u2BRhUFJfKcMwrgNIWr2NPT4w5fM6GjgRvCrog2Q251dE6vHSzpjzVFtNXv-ROvR7Bct2SMURjhRl0l-BE7TO6NSbae2s_jRTQ1TX7vgi-N3bjhx89cfHb67YDtJi78s75puLs6V0PNqrFwmRxHsnMacWEVCaQlaxV-VhILU4hY626h-cStYIyu--B0DAcdmBSCJmIgAiKHzz5lr1SlbQNiPdkHMctY-V6AIzf6azMjrWGvA==&p=4&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
966,p_1130bee875219b8e,New York,business+analyst,Business Analyst - (Business Process Automation),Computing Concepts Inc,"Business Process Automation:. The Business Analyst will work with the PMs and business/data analysts in the team and work with other platform teams, driving...",https://www.indeed.com/company/Computing-Concepts-Inc/jobs/Business-Analyst-1130bee875219b8e?fccid=87c842a5feb7e1ac&vjs=3,28 days ago,hour,131040.0,131040.0,40320
977,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr8mNfa2eAWJdLhIANCxblp3OG9mwJbzC54olKME6vQa9m46ISnyJHQoG2bTisyFD7XZRR07x0ddns7JfoC-TYifQuuiHI9fk0lETpMATeAZldWINopDQHDqEmrrwbDblO2CVxsk0pw8SaegSnwNn-07Igg_K2FZ1I1x8QjcDZLc9BmjKFPFhpQeXfm6B7qXK4EwN6JslUkYcGkE7uuQ7XrINVUR5-SgyE06lE1CSGg-j8T1JYKJZvuA2WD2FW_blswloUSGlLYpisdMR5YR9ZTzClCGS3X_lN7yrGcCBgmFkK0TKobxt1PQ==&p=12&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
985,p_2b7b05ee49c4949a,New York,business+analyst,Business Analyst,CTG,Developing detailed financial models and valuation analyses for potential transactions. The Analyst will report directly into senior management and will work on...,https://www.indeed.com/rc/clk?jk=2b7b05ee49c4949a&fccid=0b1acbfb7453e070&vjs=3,6 days ago,year,90000.0,150000.0,8640
996,pj_21078a071515aac0,New York,business+analyst,Business Analyst,Prestige Staffing,Prestige Staffing is searching for a Business Analyst for a **mission driven and tech enabled health insurance company located in The Bronx....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnRJ3wYUmav3i0GCqa8Kn26U-Nr4Nk8ngV58FchGt9ONKtPpayYapH43bJY3qK5dzR1IpBhDFZPccsMnuIzQamp9ZiZq50keK7oRVpyQ1klLbBuFJaIUa2IuJs3mjHCxaueRybxK2oy8JyjxhCLUPr8mNfa2eAWJf--IiN356xnITKgvD_C-mljjHkOxMzjkrJhDyICY2544pRwZmFNbu8VbAroOZ-6wRmyF2ZZBX8wNhPPIrkeb4Km0g3PakADgP7r4eo1sYOqzOmYpPuBwv4vfxn--Bn4f6wDV0lmeX7G4DVf2BGqAdscwiy3lui1OwS0IVpuHizXBTexnujyShidjEGrbO2d1dvkF_Eg-ImUNLcCB8NMpjSoX1Tmr9FpiXrZFkDO34hN7pDHoD28tZWRF49p6FuhZr9gDxlzv_xtXOFhKpKZpdKh0mkCjNS9hSK8EcpXPqriA==&p=12&fvj=1&vjs=3,2 hours ago,hour,114400.0,135200.0,120
1010,p_a1bb83115554e807,New York,business+analyst,Business Analyst/Project Manager,"Shinetech Software, Inc.","Java development experience will be added advantage. Define key objectives and 'to-be"" state, identify success factors, and comprehend constraints, challenges...","https://www.indeed.com/company/Shinetech-Software,-Inc./jobs/Business-Analyst-Project-Manager-a1bb83115554e807?fccid=6f8b59379615b7c0&vjs=3",27 days ago,year,55000.0,65000.0,38880
